,Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
9813,S26A7,0.059704567,-0.04018604,3.801740735,-0.010570431,0.991566173,0.998211455
9814,S13A5,0.541385695,0.418122972,1.695285537,0.246638671,0.805187874,0.977412294
9815,TYR1,0.737106524,1.537901903,1.621563857,0.948406624,0.342922489,0.771200253
9816,HNRPQ,41.76412486,-0.028144298,0.284470124,-0.098935867,0.921189191,0.994853547
9817,HNRPR,33.62294592,-0.011679081,0.197983714,-0.058990112,0.952959984,0.996479852
9818,HNRPQ,5467.727456,-0.105817853,0.070075664,-1.510051388,0.131030312,0.54090347
9819,NBEL1,84.47780891,-0.065017576,0.25721785,-0.252772412,0.800444087,0.977412294
9820,NBEL1,5.82376697,0.488214632,2.318927802,0.210534641,0.833250418,0.980372959
9821,NBEL1,22.7870789,0.756012287,0.452966112,1.669026151,0.095112197,0.479571494
9822,SUM1,0.265807786,-1.04044981,2.696615464,-0.385835439,0.699618548,0.949853217
9823,YMJC,2.142975104,0.716563228,0.64089877,1.118059921,0.263541402,0.702237273
9824,LRP6,0.264039934,-0.560730717,3.798889099,-0.147603866,0.882655404,0.988562255
9825,EGFL8,146.180299,0.069417407,0.272762799,0.25449734,0.799111359,0.977287635
9826,EGFL8,95.02642489,-0.062357864,0.26944832,-0.231427919,0.816982377,0.979178025
9827,S4A8,0.032462774,-0.521066489,3.801740735,-0.137059975,0.890983389,0.988562255
9828,PTPRB,0.206208222,-0.120332289,3.801740735,-0.031651892,0.97474966,0.998211455
9829,OACYL,0.875713991,1.876723943,1.507965638,1.244540257,0.213300793,0.650595755
9830,MPU1,16.80465791,-0.045472738,0.318789016,-0.142642111,0.886572838,0.988562255
9831,NR1H4,11.17163467,0.304705346,0.415340865,0.733627176,0.463175993,0.848622243
9832,BCAP,0.335665705,-0.799303913,1.855314124,-0.430818643,0.666600243,0.937742731
9833,SHRM2,998.4406858,0.250782174,0.195314491,1.283991643,0.199144879,0.634792602
9834,SHRM2,418.1101223,-0.069448641,0.1437591,-0.483090399,0.629031551,0.924775245
9835,PAPP1,0.390154177,1.819744132,2.302076733,0.790479355,0.429247874,0.830375252
9836,F181B,0.542377992,1.336584936,1.936415082,0.690236793,0.490045289,0.862796152
9837,P3F3A,47.15106961,-0.975384918,0.498163649,-1.957960844,0.050234607,0.3679685
9838,POL3,1.108184461,-0.558818314,0.926782636,-0.602965887,0.546531383,0.887019037
9839,POL5,1.076714578,1.603865924,1.730011481,0.927083977,0.353882935,0.779052674
9840,CP26A,232.9657496,-0.068832553,0.195691273,-0.351740534,0.725032859,0.957962368
9841,POL2,0.195595029,-0.773333786,3.799854372,-0.20351669,0.838731202,0.980372959
9842,TITIN,30.18803831,-0.173352941,0.39750467,-0.436102903,0.662762071,0.93633982
9843,L1CAM,2.976786098,1.392413405,0.762666172,1.825718061,0.067892741,0.419029438
9844,ENDOU,0.590225797,4.438487944,2.125537893,2.088171638,0.036782355,0.319600198
9845,PPTC7,179.6696023,0.158331081,0.161701778,0.979154858,0.327503469,0.759161878
9846,SOSSC,53.50295619,-0.475286186,0.178471838,-2.663087868,0.007742719,0.155568771
9847,PNR,18.78808238,-0.098383409,0.471521835,-0.208650803,0.834720849,0.980372959
9848,MTF2,19.29741544,-0.68329011,0.292350795,-2.337226788,0.019427395,0.241666539
9849,FUT1,0.576383629,2.371309755,1.425092583,1.663968912,0.096118642,0.480859344
9850,KOZA,0.499166833,1.085186962,1.090055532,0.99553365,0.319476787,0.755122891
9851,SLMO,110.7557706,0.250211142,0.179381466,1.394855045,0.163059556,0.589931135
9852,SEH1,279.8269648,0.183597474,0.126150414,1.455385422,0.14556259,0.565864844
9853,SC11A,188.1568578,-0.151597827,0.344316011,-0.440286893,0.659729333,0.934867104
9854,SC11A,4.736446158,-6.212577295,3.757791058,-1.653252456,0.098279495,0.483682674
9855,SC11A,41.73994233,-0.329755807,2.40653892,-0.137024922,0.891011096,0.988562255
9856,PDE6,0.365774451,-1.873625364,1.84067856,-1.017899271,0.308725828,0.744922865
9857,L1CAM,0.132315923,-0.521070833,3.801740735,-0.137061117,0.890982486,0.988562255
9858,PXMP4,23.4484382,-0.311992904,0.25388825,-1.228859172,0.219124611,0.656678628
9859,ACHA3,39.29877871,0.285234379,0.303564699,0.939616431,0.347414345,0.775537259
9860,POLR,14.23326045,-0.758959565,0.544872202,-1.392912986,0.163646105,0.591158278
9861,ROST,74.28847248,0.092711977,0.390973105,0.237131341,0.812554899,0.978278378
9862,ROST,44.440408,0.653188573,0.85487549,0.764074512,0.44482284,0.83925091
9863,HPHL1,0.509241082,-0.237253204,3.79742371,-0.062477412,0.95018265,0.996178949
9864,MCTX1,0.489013308,-0.77712234,3.798373658,-0.204593442,0.83788978,0.980372959
9865,SFPQ,87.46076295,0.061417736,0.212469816,0.289065701,0.772531101,0.970667935
9866,SFPQ,88.21652579,0.521782065,0.290234722,1.797793394,0.072209755,0.429358493
9867,SFPQ,35.52407804,-0.459328519,0.620530331,-0.740219287,0.459166947,0.846775266
9868,SFPQ,194.5764197,-0.343022788,0.17154491,-1.999609242,0.045542475,0.34904552
9869,YETS4,31.21013485,0.043039677,0.222172029,0.193722304,0.846393326,0.981761243
9870,PGAM5,33.60218958,-0.122696756,0.158191585,-0.775621254,0.437972647,0.835558552
9871,PGAM5,66.01060055,2.108863495,1.04971638,2.00898408,NA,NA
9872,GCYB1,0.62386532,1.035655252,1.113518389,0.930074673,0.352332423,0.778388134
9873,MOODY,21.57005929,0.389723855,0.336814236,1.157088428,0.247236234,0.687253337
9874,ELYS,199.7846134,0.001691955,0.187859808,0.009006479,0.992813967,0.998570879
9875,NPSR1,0.279054284,0.98770139,3.209191583,0.307772647,0.758255336,0.967552466
9876,NSA2,44.10933377,-0.985227339,1.059775641,-0.929656524,0.352548951,0.778443807
9877,NSA2,2880.491047,0.054945025,0.241582676,0.227437768,0.820083355,0.980199003
9878,NSA2,260.8078441,-0.762756911,2.508718295,-0.304042471,NA,NA
9879,FOLC,708.0740351,-0.347899127,0.162576183,-2.13991448,0.032361679,0.30227876
9880,PIWL1,4.351807662,-0.552524251,1.026316859,-0.538356402,0.59033102,0.909518553
9881,PIWL1,5.492582349,-0.175739372,0.628472056,-0.279629572,0.779761717,0.972240384
9882,RO60,183.6096475,-0.657743679,0.606620658,-1.084275108,0.278242839,0.718454356
9883,RO60,512.2019794,0.318083717,0.271108395,1.173271368,0.240687,0.680910018
9884,HS12B,0.092016569,-0.521070659,3.801740735,-0.137061072,0.890982522,0.988562255
9885,HSP70,0.083206755,-0.360767098,3.801740735,-0.09489524,0.924398038,0.995498338
9886,NOV,290.2053723,-0.122366027,0.290962197,-0.420556446,0.674079003,0.939412582
9887,ZC4H2,58.69439928,0.058584834,0.468565441,0.125030207,0.900499636,0.990571706
9888,ZC4H2,109.385101,-0.046593653,0.323668756,-0.143954745,0.885536206,0.988562255
9889,SAMH1,50.0837395,-0.705481937,1.02987026,-0.685020206,0.493331171,0.864437434
9890,SAMH1,87.59084228,-0.044617136,0.468740735,-0.095185105,0.924167801,0.995498338
9891,LBP,160.5130243,0.036227601,0.200186517,0.180969237,0.856391723,0.983746717
9892,C1QT7,0.511455592,-0.25189479,3.682942946,-0.068394975,0.945471222,0.995507377
9893,PPR3B,756.3874129,0.675357251,0.204676825,3.29962735,0.000968133,0.051322879
9894,LEG4,104.2508858,-0.34423678,0.291979799,-1.178974645,0.238408272,0.678916357
9895,LEG9,0.784846862,0.348315566,3.01016769,0.115713011,0.907879994,0.990571706
9896,LEG4,2.759683983,-1.130410873,0.905728037,-1.248068765,0.212005876,0.649290311
9897,LEG4,26.24374323,-0.754844135,0.388195891,-1.944492851,0.051836047,0.373256709
9898,POL,0,NA,NA,NA,NA,NA
9899,IFT52,273.6245775,0.205187938,0.128113402,1.601611809,0.109241478,0.50182467
9900,SNED1,0.521952155,0.512585425,1.472113721,0.348196894,0.72769232,0.958620968
9901,HDA11,12.03572787,-0.167914822,0.646476025,-0.259738669,0.795065362,0.976652021
9902,HDA11,277.1479382,0.062242349,0.136764942,0.455104559,0.649034018,0.930465193
9903,MDN1,0.104640067,0.039969651,3.801740735,0.010513513,0.991611585,0.998211455
9904,YNG1,0.511453325,-0.940913591,1.668193064,-0.564031592,0.572732632,0.899398053
9905,PTH2,150.7394076,-0.259763002,0.12484182,-2.08073706,0.03745798,0.321776514
9906,PCPI,0.145172291,0.360572643,2.866828915,0.125774036,0.899910795,0.990571706
9907,REN3B,217.6181511,-0.25473313,0.153264361,-1.662050643,0.096502621,0.48122581
9908,YTX2,0.049062857,0.440709006,3.801740735,0.115922951,0.907713606,0.990571706
9909,RTJK,3.638222737,0.069406511,0.522729806,0.132777029,0.894369722,0.988927297
9910,ALN,254.0874703,-0.053926351,0.142874883,-0.377437584,0.705848441,0.952242624
9911,CBR1,192.4744167,0.234789603,0.17159905,1.368245354,0.17123529,0.601835557
9912,ANPRB,0.29867612,-0.761938881,3.79579942,-0.200732124,0.840908039,0.980372959
9913,NANO3,0.268397493,-1.414259148,3.79344708,-0.372816364,0.709285123,0.952596632
9914,ALF,627.4173533,0.086155579,0.205065451,0.420136978,0.67438539,0.939537624
9915,NPFF2,0.054322911,-0.521066315,3.801740735,-0.137059929,0.890983426,0.988562255
9916,TPPC1,125.8335592,-0.120742769,0.179096303,-0.674177899,0.500198219,0.867263621
9917,OBSCN,272.6554348,0.113456572,0.182598988,0.621342832,0.534374078,0.882987915
9918,TDH,43.80860128,-0.388687464,0.19598316,-1.983269705,0.047337311,0.35528321
9919,LYAG,0.13355357,-0.280626085,3.801740735,-0.073815156,0.941157467,0.995498338
9920,RPC9,101.4213059,-0.42929021,0.231792244,-1.852047346,0.064019024,0.40852406
9921,GST1,12.37021748,-1.71607277,0.57675663,-2.975384559,0.002926215,0.097759916
9922,5NTD,9.233728635,-0.110593248,0.888266925,-0.124504522,0.900915821,0.990571706
9923,5NTD,209.8513947,0.388891121,0.219257275,1.773674882,0.076116944,0.437067683
9924,ANXA7,95.70152677,0.326223739,0.178268315,1.829959178,0.067256043,0.416714004
9925,RN,117.144043,0.42309,0.224251255,1.886678402,0.059203594,0.395700473
9926,RABG2,111.8883128,0.167053562,0.122021251,1.369053016,0.170982703,0.601532853
9927,GDC,42.60690765,0.090962107,0.204427906,0.444959347,0.656349133,0.934147308
9928,SCRT1,0.686634235,-1.150938944,2.142919782,-0.537089141,NA,NA
9929,POL,1.313106128,1.166911772,1.378774119,0.846340061,0.397363065,0.809796552
9930,LMBL3,150.0593571,0.418587772,0.183637965,2.279418484,0.022642201,0.26043936
9931,CLC4F,110.3624156,-0.910994868,0.529897559,-1.719190534,0.085579684,0.456130459
9932,HSP70,0.032462774,-0.521066489,3.801740735,-0.137059975,0.890983389,0.988562255
9933,AT133,72.77126827,0.416246274,0.271801198,1.531436495,0.12566155,0.532858165
9934,AT133,68.45774347,0.547925661,0.285386601,1.91994179,0.054865253,0.382381358
9935,FMO3,0.123796096,-0.813471374,3.801427095,-0.21399105,0.830554037,0.980372959
9936,KCNAE,45.13635928,-0.388236144,0.151836661,-2.556932827,0.010559961,0.182444161
9937,TMPPE,20.83259153,0.176186918,0.203222398,0.866966041,0.385960617,0.800573815
9938,ANGP4,0.159581603,-1.012494699,3.801408539,-0.266347247,0.789971789,0.975193538
9939,CPSF4,187.7048496,-0.025491477,0.084645787,-0.30115471,0.763296523,0.968364165
9940,CPSF4,10.56175161,-0.987686961,0.832510745,-1.186395451,0.235466167,0.67608934
9941,KCNB2,1.247571773,-0.204479059,1.511975485,-0.135239666,0.892422386,0.988809431
9942,PREB,1.208127574,-0.787130292,1.919856158,-0.40999441,0.681810048,0.943154617
9943,PREB,2.121616268,-0.108989981,0.795052788,-0.137085214,0.89096344,0.988562255
9944,PREB,71.32965897,0.033395277,0.13718687,0.243429108,0.807672997,0.977412294
9945,FOXL2,0.016231387,-0.280623919,3.801740735,-0.073814586,0.941157921,0.995498338
9946,OBSCN,26.74586779,0.40582641,1.085457207,0.37387601,0.708496566,0.952242624
9947,CFA52,0,NA,NA,NA,NA,NA
9948,YRPG,27.11942894,-0.275600325,0.232945637,-1.183110057,0.236765533,0.677553753
9949,DTXS3,6.775405758,-0.020973727,0.870696735,-0.024088441,0.980782064,0.998211455
9950,KCAB,2.284289791,0.321342298,1.448853456,0.221790752,0.824476779,0.980372959
9951,COPD,732.0704206,0.028642135,0.076881852,0.37254741,0.70948532,0.952681228
9952,DYHC,0.170260027,0.360574111,2.806175856,0.128493056,0.897758793,0.989920287
9953,NQO2,39.92500446,-0.21875153,0.639824656,-0.341892937,0.732431466,0.960410533
9954,NQO2,9.523065319,1.103759116,1.023166521,1.078767819,0.280691244,0.719975996
9955,NQO2,2.747041564,4.215905047,2.273803104,1.854120543,0.063721916,0.407820523
9956,NQO2,1.489770121,-1.554428956,2.181409212,-0.712580174,0.476105583,0.856318644
9957,NQO2,2.721099768,3.532592818,3.344220851,1.05632761,NA,NA
9958,FCN1,144.821802,-0.683015425,0.188294892,-3.627370969,0.000286322,0.023078174
9959,SVEP1,0.123646257,-0.53975352,3.800799826,-0.14201051,0.887071704,0.988562255
9960,CDKL2,103.5543289,-0.588645718,0.288637188,-2.039396662,0.041410455,0.334648338
9961,CDKL2,169.0772378,0.391192438,0.251332073,1.556476389,0.119594853,0.521321994
9962,CE85L,114.715874,-0.083583866,0.243707143,-0.342968468,0.731622182,0.960348235
9963,EF2K,83.50160553,-0.089396692,0.356502218,-0.250760549,0.801999244,0.977412294
9964,EF2K,60.56921574,-0.020537622,0.476761113,-0.043077385,0.965639847,0.998211455
9965,EF2K,302.5981608,0.16320074,0.248151693,0.65766523,0.51075327,0.872461387
9966,GLYR1,87.80242692,-0.265595634,0.131385715,-2.021495514,0.043228496,0.340953167
9967,MGT4C,11.16550331,-0.333122073,0.402196845,-0.828256306,0.407525363,0.81749926
9968,IF5,817.3205232,-0.074186142,0.082026694,-0.904414627,0.365775585,0.786546289
9969,CAH14,13.61650569,0.172166961,0.336928995,0.510988855,0.609358861,0.917763185
9970,CAH14,4.773836555,-0.458337153,0.939166001,-0.488025709,0.625531631,0.923849957
9971,AACS,33.15312662,0.463017692,0.306287991,1.511706974,0.130608424,0.54090347
9972,S39AD,5.014522766,1.721127223,1.138535188,1.511703144,0.130609398,0.54090347
9973,S39AD,20.19654849,-0.939492862,0.530401907,-1.771284849,0.076513346,0.437720939
9974,YTX2,38.76418351,0.651228949,0.403510741,1.613907349,0.106547524,0.497916809
9975,ECE,10.40492128,0.137436566,0.469224714,0.29290138,0.769597534,0.970108532
9976,ECE,11.13390786,0.115304866,0.474423563,0.24304203,0.807972838,0.977412294
9977,HS12B,407.6393089,0.724588487,0.6206974,1.167377996,0.243057753,0.683968618
9978,HS12B,127.1056509,0.024214538,1.2875174,0.018807154,0.984994947,0.998211455
9979,GEM,30.16458971,-0.069666435,0.228521095,-0.304857785,0.760474469,0.967811671
9980,HS12B,517.0256643,-0.165137638,0.112023244,-1.474137259,0.140444638,0.557306122
9981,HS12A,29.77029032,0.37074009,0.660119551,0.561625678,0.574371082,0.900306025
9982,DPEP1,0.219074494,-0.927523631,3.797369563,-0.244254244,0.807033918,0.977412294
9983,DPEP1,2.040155283,1.124204313,1.578437184,0.712226197,0.476324717,0.856499629
9984,DPEP1,0.297513747,-0.124375548,3.79194237,-0.032799957,0.973834112,0.998211455
9985,MOT14,86.56494729,0.147513275,0.32619146,0.452229115,0.651103936,0.931461832
9986,HBA,0.159775328,-0.360770862,3.379598631,-0.106749618,0.914987618,0.993732049
9987,BIP2,0.017973659,-0.280622355,3.801740735,-0.073814175,0.941158248,0.995498338
9988,CHSTB,4.439375701,1.140350937,1.358090102,0.839672519,0.401092026,0.81331116
9989,CHSTB,14.16302231,-0.676982965,0.733462088,-0.922996533,0.356009012,0.780359485
9990,CHSTE,1.200217317,1.236773308,1.174365532,1.053141696,0.292276055,0.729269579
9991,MTND4,2.895210399,-0.646753139,0.479792313,-1.347985622,0.177663007,0.609218618
9992,MTND1,930.7680948,-0.291190202,0.18564771,-1.568509528,0.116762268,0.515608859
9993,DMDA,21.58783191,-0.729164884,0.48030913,-1.51811581,0.128985206,0.538499697
9994,DMDA,17.94349443,0.191748835,0.507257294,0.378010997,0.705422425,0.952242624
9995,AT133,30.50298703,0.611920321,0.307455427,1.990273281,0.04656084,0.352613387
9996,CDC42,23.11502607,-0.11332863,0.310309768,-0.365211288,0.714953693,0.954181089
9997,MIB2,2.319886519,-1.084647663,0.894570706,-1.212478406,0.225329304,0.664231899
9998,COMDA,29.12474195,-0.502038046,2.473450017,-0.202970767,0.839157881,0.980372959
9999,COMDA,119.0730432,-0.244635285,0.439848987,-0.556180171,0.578087693,0.902387959
10000,ETV6,792.5308728,0.120914379,0.159767187,0.7568161,0.449160046,0.841681347
10001,POL,1.290080257,-2.764575048,2.662053629,-1.038512154,0.29903168,0.736324189
10002,POL,0.929871782,-1.719412624,1.133228612,-1.517268984,0.129198786,0.53891652
10003,POL5,7.333555975,-2.677884747,1.379874642,-1.940672482,0.052298016,0.374603762
10004,THUM2,18.18600129,-0.852742625,0.95033515,-0.897307255,0.369554986,0.788846589
10005,THUM2,59.32795707,-0.081400882,0.285667435,-0.284949814,0.775682591,0.97174652
10006,MPRD,16.35354095,-0.195222475,0.396770832,-0.492028291,0.622699344,0.922621454
10007,MPPD2,1.45833809,-3.388596559,3.769503222,-0.898950434,0.368679062,0.788220339
10008,MPPD2,37.14413988,-0.148241211,0.221082518,-0.670524348,0.50252359,0.868054046
10009,ABCG8,0.123783157,0.280410483,3.801740735,0.073758445,0.941202593,0.995498338
10010,HEM3,36.72722655,0.343118394,0.206280194,1.663360829,0.096240229,0.481140576
10011,PTPRT,0.211234852,-0.466267921,3.796792156,-0.122805753,0.902260918,0.990571706
10012,NGDNA,3.281117561,1.128173747,1.381927886,0.816376714,0.414284711,0.820802227
10013,NGDNA,62.08473132,0.280354945,0.261815591,1.070810734,0.28425454,0.723296201
10014,CRUM1,2253.688754,0.270720296,0.210320348,1.287180717,0.198031307,0.63388973
10015,TTLL2,58.99790986,-1.828983054,1.254152528,-1.458341799,0.144746354,0.564966778
10016,TTLL2,146.1054923,1.073203908,0.453356418,2.367241016,0.017921258,0.234501336
10017,ECT2,51.13510503,0.253889579,0.243329719,1.043397328,0.296764311,0.733650439
10018,CP1A1,76.64996256,-0.318858857,0.235635417,-1.353187317,0.175995796,0.607802715
10019,CP2CG,5.850411024,0.552256026,0.750681886,0.735672509,0.461930024,0.848530443
10020,CP2CG,12.56058604,-0.222824354,0.664694971,-0.335227982,0.737453115,0.962346386
10021,CNO10,546.5979412,0.408396095,0.30000099,1.361315822,0.173413905,0.604626116
10022,CNO10,589.2030001,-0.234623091,0.348116111,-0.67397941,0.500324404,0.867263621
10023,B3G5B,9.460646945,0.412384889,0.561941921,0.733856781,0.46303603,0.848622243
10024,CCD63,3.148761656,0.28546841,1.261127679,0.226359642,0.820921714,0.980372959
10025,CCD63,44.35462786,-0.665444886,0.594609231,-1.119129761,0.263084785,0.701710458
10026,MYEF2,165.8001721,0.391995435,0.921635307,0.425325975,0.670599061,0.938347763
10027,MYEF2,204.1780851,0.310059478,0.502848197,0.616606521,0.537494292,0.884316188
10028,MYEF2,440.6147211,-0.245493773,0.287924804,-0.852631555,0.393863658,0.807388847
10029,MYEF2,257.4276142,0.087244542,0.399699076,0.218275565,0.827214412,0.980372959
10030,POL3,89.93627842,0.741376204,0.417169123,1.777159823,0.075541948,0.436564293
10031,POL3,390.5057657,0.823799348,0.382858473,2.151707237,0.03142042,0.298928277
10032,POL3,2.617250457,0.120080899,3.801740735,0.031585767,NA,NA
10033,TBB2,2.119302314,-2.036356302,0.949858902,-2.143851363,0.032044798,0.301429638
10034,TBB2,69.5833286,-0.146062044,0.2068362,-0.706172537,0.480080847,0.858323656
10035,TBB2,11.69901598,0.348868385,0.803164909,0.434367067,0.664021909,0.937030895
10036,TBB2,6.577261449,-0.076664383,0.483648364,-0.158512649,0.874052854,0.986649321
10037,NEK1,17.18366213,-0.263189327,0.444302246,-0.592365511,0.553605856,0.891113488
10038,CAD96,28.5445398,-0.409612966,0.317176882,-1.291433864,0.196553275,0.632043864
10039,ZC3H1,440.7394479,0.074807925,0.186929457,0.400193348,0.689014114,0.94575648
10040,UMPS,85.41959184,-0.02574854,0.171917115,-0.149772987,0.880943722,0.988133564
10041,LORF2,11.05371497,0.015861703,0.385368211,0.041159863,0.967168451,0.998211455
10042,DMX1B,0.056680908,-0.280625656,3.801740735,-0.073815043,0.941157557,0.995498338
10043,SIX1,750.2412528,-0.064872479,0.096643654,-0.671254413,0.50205847,0.868054046
10044,SIX1B,1072.292201,-0.113947929,0.168541127,-0.676083821,0.498987428,0.866683242
10045,MFS11,44.80033958,0.641402028,0.234748905,2.73228975,0.00628958,0.141569956
10046,MFS11,6.274730086,0.92477319,0.6248822,1.479916039,0.138895655,0.55501946
10047,DP13A,128.2843633,0.569177732,0.330430324,1.722534798,0.084972685,0.455179666
10048,DP13A,29.66577996,-0.403732693,0.944370674,-0.427515068,0.669004213,0.93797198
10049,RO60,2.444635205,1.941977723,1.999524585,0.971219727,0.331438872,0.761937065
10050,RO60,39.84794657,-0.104265277,0.284860713,-0.366021961,0.714348688,0.954181089
10051,AMY,1.054394143,-0.145128342,2.547714647,-0.056964128,NA,NA
10052,DJC22,28.83781045,-0.148031111,0.310484793,-0.476774111,0.633522983,0.925785751
10053,DJC22,3.276437898,0.341448713,1.337832281,0.255225351,0.798549052,0.97704083
10054,MOT11,2.034785067,0.185320625,1.166010834,0.158935594,0.873719617,0.986649321
10055,MOT14,23.52186432,0.604038791,0.414917945,1.455803004,0.145447085,0.565665238
10056,CHSTE,0.271799997,0.523271351,2.726316318,0.19193347,0.84779432,0.981761243
10057,ARSB,0.386332726,2.041209719,3.040895106,0.67125292,0.502059421,0.868054046
10058,PICO,0.05715687,0.120114568,3.801740735,0.031594624,0.974795331,0.998211455
10059,PIF1,0.017832675,-0.040183781,3.801740735,-0.010569837,0.991566647,0.998211455
10060,PRM1A,515.3981173,0.098039599,0.368180983,0.266280998,0.790022807,0.975193538
10061,PRM1A,147.289256,0.972072278,0.4731568,2.054440045,0.039933121,0.329550826
10062,ANFY1,11.66512736,-0.416983866,0.978832588,-0.42600121,0.670106965,0.938097831
10063,MIB1,533.1234604,0.247295747,0.204151247,1.21133596,0.225766672,0.664629206
10064,ANFY1,287.857946,-0.140282106,0.463544044,-0.302629509,0.762172224,0.968208508
10065,MIB1,75.31710438,-1.19802604,0.950116936,-1.260924834,0.20733593,0.644048371
10066,MIB1,868.3598313,0.28626261,0.2282604,1.254105441,0.209803683,0.646748573
10067,PPD1A,5.296866406,0.477817776,0.64260018,0.743569316,0.457137072,0.846136431
10068,PPD1B,4.66165436,0.941248867,0.631112717,1.491411663,0.135853448,0.549547474
10069,LIN1,150.8446996,0.105569557,0.245220068,0.430509452,0.666825093,0.937742731
10070,DUS14,81.66859062,-0.441584586,0.182997336,-2.413065655,0.01581897,0.220934952
10071,SAV2,32.00624553,0.536815079,1.160628649,0.462520962,0.643707774,0.928539149
10072,SAV2,153.0976388,-0.566569848,0.534283982,-1.060428287,0.288949799,0.726841798
10073,BLMH,126.5857113,0.005217018,0.139996994,0.037265218,0.970273538,0.998211455
10074,37530,0.339902304,0.848700401,2.720599988,0.311953394,0.755075943,0.967516188
10075,ZBT34,78.70771642,0.059549509,0.149335566,0.39876307,0.69006779,0.946236579
10076,ACH7,43.95653446,0.146113195,0.200125458,0.730107984,0.465324181,0.84941788
10077,EOGT,17.5649281,0.864168551,0.368182617,2.347119365,0.018919193,0.239326684
10078,RCN11,190.6794653,0.235537523,0.129985187,1.812033576,0.069981009,0.423953124
10079,EOGT,128.4587077,0.099393516,0.1586829,0.626365638,0.531075143,0.882032512
10080,NRF6,2.641341084,5.121139506,1.583881183,3.233285149,NA,NA
10081,SPB3,369.2723642,-0.380333909,0.389419217,-0.976669593,0.328732753,0.76009122
10082,LCTA,6.931943927,0.540398824,1.217751571,0.443767708,0.657210537,0.934243036
10083,LCTA,10.09806108,1.537247212,0.563644417,2.727335119,0.006384816,0.141569956
10084,LCTA,8.857726711,-1.069339878,1.033390732,-1.034787564,0.300768132,0.737668196
10085,MMAC,45.25656321,-0.186377891,0.225433923,-0.826751753,0.408377782,0.817554366
10086,REXO1,99.07473067,0.124441315,0.091513288,1.359816903,0.173887872,0.605271607
10087,BAMBI,429.2248796,-0.07721426,0.385166725,-0.200469705,0.841113249,0.980372959
10088,BAMBI,64.73153997,-4.061090772,2.358969464,-1.721552922,0.085150538,0.45566187
10089,MCLN1,440.562979,0.144383804,0.236094917,0.611549821,0.540835646,0.885533145
10090,MCLN1,109.6568453,-0.331425689,1.174993931,-0.282065873,0.777893001,0.972100146
10091,MCLN1,133.9569111,0.075808493,0.774281004,0.097908244,0.922005154,0.995117514
10092,RNPC3,77.16122363,-0.45715887,0.170334575,-2.683887695,0.007277155,0.151133398
10093,RTJK,6.984147172,0.171300075,0.346817853,0.493919426,0.621363085,0.922072028
10094,RTJK,6.146916048,0.481803442,0.617546319,0.780189967,0.435279067,0.833941922
10095,RBTN1,214.0854199,0.179232052,0.167089587,1.072670384,0.283419033,0.722951938
10096,CSN3,187.7529362,-0.161680611,0.130362106,-1.240242395,0.214885752,0.652025528
10097,TMC7,339.2001219,0.241882874,0.146785134,1.647870379,0.099379273,0.485411444
10098,TMC7,108.6177245,0.083669828,0.283458073,0.295175322,0.767859953,0.969912685
10099,TMC7,554.8976257,0.026999739,0.123900174,0.21791526,0.827495137,0.980372959
10100,TMC7,266.4844895,-0.370382656,0.787785559,-0.470156697,0.63824307,0.927195058
10101,RO60,354.948589,0.27837899,0.130333348,2.13589994,0.03268757,0.303799487
10102,CRUM1,1019.018172,-0.046059022,0.275520035,-0.167171227,0.867235323,0.985385822
10103,PGPI,131.3005638,-0.072083046,0.201120305,-0.358407602,0.720038303,0.956029125
10104,PGPI,3.36674314,0.086520709,1.07115494,0.08077329,0.93562225,0.995498338
10105,PGPI,0.550850573,2.241485663,3.59444378,0.623597363,0.532892043,0.882629641
10106,LTV1,111.1398187,-0.247305698,0.448679341,-0.551185838,0.581506287,0.90518427
10107,LTV1,66.09480236,0.35088341,1.412175473,0.248470121,0.803770686,0.977412294
10108,NAGD,3.011236003,0.302329623,0.764628227,0.395394275,0.692551934,0.947510156
10109,PGP,15.02526729,-0.629896803,0.326446218,-1.929557668,0.053661668,0.379111205
10110,PGP,10.53672076,-0.244206266,0.694972573,-0.35138979,0.725295941,0.958018069
10111,ZDHC6,41.47911293,0.322295904,0.170463087,1.890707893,0.058663348,0.39391103
10112,TEN1L,3.573832515,0.004422193,1.907504702,0.002318313,0.998150256,0.999394775
10113,TEN1L,9.996254661,-0.453741281,0.708062994,-0.640820498,0.521639313,0.877779091
10114,GABP2,148.8685188,-0.036460621,0.279124278,-0.130625042,0.896071932,0.989245566
10115,GABP2,337.3479327,0.105205601,0.16152758,0.651316643,0.514842107,0.874504876
10116,PSA7L,227.7156901,-0.311927751,0.166485352,-1.873604781,0.060984919,0.400469432
10117,NFIL3,766.7292138,0.086040076,0.210968057,0.407834612,0.683395101,0.943481221
10118,OCTC,21.35939829,0.02411932,0.305757193,0.078883901,0.937124969,0.995498338
10119,FBP3,5.189738532,-0.876576078,0.935252514,-0.937261398,0.348624114,0.776087657
10120,PGCA,1.80602695,-2.202388614,1.082004823,-2.035470238,0.04180358,0.336168714
10121,PGCA,0.759703935,0.145238651,1.314407296,0.110497447,0.912014874,0.992390616
10122,CSPG2,0.206199364,0.912192395,2.792545236,0.326652683,0.743930592,0.96416543
